620172123,1,1,1,1
620172124,1,2,2,1
620172125,1,3,3,1
620172126,1,4,4,1
620172127,1,5,3,1
620172128,1,6,4,1
620172129,1,7,5,1
620172130,1,8,5,2
620172131,1,9,3,1
620172132,1,10,2,1
620172133,1,11,6,1
620172134,1,12,1,1
620172136,1,13,7,1
620172137,1,14,7,1
620172138,1,15,1,1
620172139,1,16,8,1
620172140,1,17,2,1
620172141,1,18,3,1
620172142,1,19,9,1
620172145,1,20,1,1
620172146,1,21,10,1
620172147,1,22,2,1
620172148,1,23,7,1
620172149,1,24,2,1
620172150,1,25,7,1
620172152,1,26,3,1
620172153,1,27,2,1
620172155,1,28,11,1
620172156,1,29,1,1
620172157,1,30,8,1
620172236,1,31,12,1
620182158,1,32,3,1
620182159,1,33,3,1
620182160,1,34,5,1
620182161,1,35,12,1
620182162,1,36,12,1
620182163,1,37,3,1
620182164,1,38,5,1
620182165,1,39,7,1
620182167,1,40,13,1
620182168,1,41,2,1
620182169,1,42,3,1
620182170,1,43,7,1
620182171,1,44,3,1
620182174,1,45,9,1
620182175,1,46,6,1
620182176,1,47,7,1
620182177,1,48,7,1
620182178,1,49,14,1
620182179,1,50,3,1
620182180,1,51,2,1
620182181,1,52,1,1
620182182,1,53,2,1
620182183,1,54,2,1
620182184,1,55,7,1
620182185,1,56,9,1
620182186,1,57,9,1
620182187,1,58,2,1
620182188,1,59,3,1
620182189,1,60,3,2
620182190,1,61,3,1
620192191,1,62,6,1
620192192,1,63,9,1
620192193,1,64,11,1
620192195,1,65,11,1
620192196,1,66,3,1
620192197,1,67,2,1
620192198,1,68,12,1
620192199,1,69,3,1
620192201,1,70,2,1
620192202,1,71,4,1
620192203,1,72,3,1
620192204,1,73,9,1
620192205,1,74,2,1
620192206,1,75,5,1
620192207,1,76,3,1
620192208,1,77,9,1
620192209,1,78,4,1
620192210,1,79,3,1
620192211,1,80,3,1
620192212,1,81,11,1
620192213,1,82,12,1
620192214,1,83,4,1
620192215,1,84,7,1
620192216,1,85,7,1
620192217,1,86,7,1
620192218,1,87,3,1
620192219,1,88,2,1
620192220,1,89,11,1
620192222,1,90,12,1
620202223,1,91,4,1
620202224,1,92,7,1
620202225,1,93,2,1
620202226,1,94,5,1
620202227,1,95,3,1
620202228,1,96,12,1
620202229,1,97,2,1
620202230,1,98,9,1
620202231,1,99,9,3
620202232,1,100,4,1
620202233,1,101,3,1
620202234,1,102,3,1
620202235,1,103,2,1
620202236,1,104,2,1
620202237,1,105,4,1
620202238,1,106,15,1
620202240,1,107,9,1
620202241,1,108,10,1
620202242,1,109,1,1
620202243,1,110,16,2
620202244,1,111,5,1
620202245,1,112,3,2
620202246,1,113,9,3
620202247,1,114,3,1
620202248,1,115,7,1
620202249,1,116,5,1
620202250,1,117,2,1
620202251,1,118,7,1
620202252,1,119,2,1
620202253,1,120,4,1
620202281,1,121,2,1
620209991,1,122,11,1
620212254,1,123,3,1
620212255,1,124,7,1
620212256,1,125,2,1
620212258,1,126,3,1
620212259,1,127,2,1
620212260,1,128,11,1
620212261,1,129,3,1
620212262,1,130,4,1
620212263,1,131,12,1
620212264,1,132,2,1
620212265,1,133,7,1
620212267,1,134,2,1
620212269,1,135,2,1
620212270,1,136,9,2
620212271,1,137,9,2
620212272,1,138,12,1
620212273,1,139,2,1
620212274,1,140,3,1
620212275,1,141,7,1
620212276,1,142,3,2
620212277,1,143,4,1
620212279,1,144,4,1
620212280,1,145,4,1
620212282,1,146,11,1
620212284,1,147,6,1
620212285,1,148,3,1
620212286,1,149,2,1
620212287,1,150,3,1
620212288,1,151,11,1
620212289,1,152,11,1
620212325,1,153,7,1
620212352,1,154,7,1
620222290,1,155,6,1
620222291,1,156,1,1
620222292,1,157,6,1
620222293,1,158,15,1
620222294,1,159,2,1
620222295,1,160,11,1
620222296,1,161,10,1
620222297,1,162,2,2
620222298,1,163,9,1
620222299,1,164,2,1
620222300,1,165,3,1
620222301,1,166,5,1
620222303,1,167,4,1
620222304,1,168,4,1
620222305,1,169,1,1
620222306,1,170,4,1
620222307,1,171,2,1
620222309,1,172,2,1
620222310,1,173,12,1
620222311,1,174,5,1
620222312,1,175,2,1
620222313,1,176,2,1
620222314,1,177,3,2
620222315,1,178,4,1
620222316,1,179,17,1
620222317,1,180,5,2
620222318,1,181,2,1
620222319,1,182,5,1
620222321,1,183,12,1
620222322,1,184,4,1
620222324,1,185,18,1
620222326,1,186,3,3
620222327,1,187,12,1
620222328,1,188,2,1
620222329,1,189,11,1
620222330,1,190,2,1
620222331,1,191,11,1
620222332,1,192,9,2
620222333,1,193,9,1
620222334,1,194,12,1
620222335,1,195,11,1
620222336,1,196,11,1
620222337,1,197,2,1
620222338,1,198,4,1
620222339,1,199,12,1
620232340,1,200,2,1
620232341,1,201,2,1
620232343,1,202,4,1
620232344,1,203,2,1
620232345,1,204,8,1
620232346,1,205,9,1
620232347,1,206,5,1
620232348,1,207,18,1
620232349,1,208,3,1
620232350,1,209,2,1
620232351,1,210,9,1
620232353,1,211,10,1
620232354,1,212,11,1
620232355,1,213,5,1
620232356,1,214,9,1
620232357,1,215,3,1
620232358,1,216,12,1
620232359,1,217,2,1
620232360,1,218,2,1
620232361,1,219,11,1
620232362,1,220,11,1
620232363,1,221,14,1
620232364,1,222,6,1
620232365,1,223,3,1
620232366,1,224,5,1
620232367,1,225,7,1
620232368,1,226,12,1
620232369,1,227,11,1
620232370,1,228,4,1
620232371,1,229,7,1
620232372,1,230,3,1
620232373,1,231,2,1
620232374,1,232,3,1
620232375,1,233,3,1
620232378,1,234,2,1
4201511717,2,235,6,1
4201511756,2,236,16,1
4201512045,2,237,1,1
4201612894,2,238,2,1
4201613004,2,239,1,1
4201713566,2,240,18,1
4201713572,2,241,10,1
4201813569,2,242,6,2
4201813570,2,243,9,3
4201813571,2,244,6,1
4201813573,2,245,3,1
4201813581,2,246,1,1
4201813582,2,247,9,1
4201813586,2,248,6,1
4201813587,2,249,12,1
4201813589,2,250,4,1
4201813590,2,251,10,1
4201813593,2,252,8,1
4201813594,2,253,6,1
4201813596,2,254,11,1
4201813597,2,255,6,1
4201813599,2,256,8,1
4201813605,2,257,8,1
4201813608,2,258,6,1
4201813611,2,259,4,1
4201813613,2,260,8,1
4201813614,2,261,12,1
4201813619,2,262,11,1
4201813620,2,263,10,1
4201813621,2,264,7,1
4201813624,2,265,11,1
4201813626,2,266,16,1
4201813628,2,267,9,2
4201813629,2,268,4,1
4201813630,2,269,11,1
4201813634,2,270,12,1
4201813636,2,271,4,1
4201813637,2,272,2,1
