time_id,year,month,dayweek,hour
5093,2024,10,Monday,6.0
5094,2024,10,Wednesday,15.0
5095,2024,10,Tuesday,20.0
5096,2024,10,Sunday,7.0
5097,2024,10,Thursday,21.0
5098,2024,10,Thursday,18.0
5099,2016,2,Monday,5.0
5100,2016,2,Saturday,21.0
5101,2016,2,Saturday,23.0
5102,2016,2,Friday,10.0
5103,2016,2,Tuesday,8.0
5104,2016,2,Tuesday,6.0
5105,2016,2,Monday,17.0
5106,2016,2,Thursday,15.0
5107,2016,2,Wednesday,6.0
5108,2016,2,Wednesday,9.0
5109,2016,2,Wednesday,8.0
5110,2016,2,Tuesday,15.0
5111,2016,2,Saturday,3.0
5112,2016,2,Friday,23.0
5113,2016,2,Wednesday,23.0
5114,2016,2,Tuesday,22.0
5115,2016,2,Monday,20.0
5116,2016,2,Thursday,20.0
5117,2016,2,Friday,0.0
5118,2016,2,Sunday,16.0
5119,2016,2,Sunday,12.0
5120,2016,2,Thursday,12.0
5121,2021,7,Friday,17.0
5122,2021,7,Thursday,9.0
5123,2021,7,Thursday,17.0
5124,2021,7,Saturday,19.0
5125,2021,7,Saturday,10.0
5126,2021,7,Monday,3.0
5127,2021,7,Tuesday,12.0
5128,2021,7,Saturday,13.0
5129,2021,7,Wednesday,1.0
5130,2021,7,Thursday,1.0
5131,2021,7,Tuesday,2.0
5132,2021,7,Monday,20.0
5133,2021,7,Friday,20.0
5134,2021,7,Sunday,1.0
5135,2021,7,Sunday,3.0
5136,2021,7,Tuesday,22.0
5137,2021,7,Thursday,21.0
5138,2021,7,Saturday,17.0
5139,2021,7,Friday,10.0
5140,2021,7,Sunday,19.0
5141,2021,7,Tuesday,0.0
5142,2021,7,Saturday,7.0
5143,2021,7,Wednesday,11.0
5144,2021,7,Thursday,14.0
5145,2021,7,Tuesday,6.0
5146,2024,4,Saturday,22.0
5147,2024,4,Thursday,7.0
5148,2024,4,Sunday,13.0
5149,2024,4,Tuesday,9.0
5150,2024,4,Tuesday,12.0
5151,2024,4,Thursday,14.0
5152,2024,4,Friday,12.0
5153,2024,4,Saturday,1.0
5154,2024,4,Thursday,8.0
5155,2021,1,Friday,1.0
5156,2021,1,Friday,17.0
5157,2021,1,Sunday,4.0
5158,2021,1,Monday,17.0
5159,2021,1,Wednesday,9.0
5160,2021,1,Thursday,11.0
5161,2021,1,Friday,11.0
5162,2021,1,Saturday,22.0
5163,2021,1,Thursday,0.0
5164,2021,1,Wednesday,18.0
5165,2021,1,Saturday,7.0
5166,2019,3,Monday,9.0
5167,2019,3,Friday,0.0
5168,2019,3,Monday,11.0
5169,2019,3,Sunday,10.0
5170,2019,3,Monday,16.0
5171,2019,3,Sunday,13.0
5172,2019,3,Monday,6.0
5173,2019,3,Sunday,15.0
5174,2019,3,Sunday,5.0
5175,2019,3,Monday,3.0
5176,2019,3,Sunday,18.0
5177,2019,3,Thursday,8.0
5178,2019,3,Thursday,5.0
5179,2019,3,Friday,15.0
5180,2019,3,Tuesday,18.0
5181,2019,3,Friday,1.0
5182,2019,3,Thursday,19.0
5183,2017,4,Saturday,20.0
5184,2017,4,Monday,10.0
5185,2017,4,Tuesday,14.0
5186,2017,4,Tuesday,6.0
5187,2017,4,Thursday,14.0
5188,2017,4,Sunday,4.0
5189,2017,4,Saturday,22.0
5190,2017,4,Friday,2.0
5191,2017,4,Friday,0.0
5192,2017,4,Monday,18.0
5193,2017,4,Wednesday,21.0
5194,2017,4,Saturday,12.0
5195,2022,11,Saturday,0.0
5196,2022,11,Thursday,22.0
5197,2022,11,Tuesday,4.0
5198,2022,11,Friday,1.0
5199,2022,11,Thursday,5.0
5200,2022,11,Sunday,11.0
5201,2022,11,Saturday,16.0
5202,2022,11,Monday,15.0
5203,2022,11,Friday,18.0
5204,2022,11,Sunday,21.0
5205,2022,11,Wednesday,21.0
5206,2022,11,Friday,22.0
5207,2022,11,Friday,15.0
5208,2022,11,Tuesday,12.0
5209,2022,11,Thursday,12.0
5210,2022,11,Wednesday,13.0
5211,2018,4,Monday,11.0
5212,2018,4,Wednesday,16.0
5213,2018,4,Monday,12.0
5214,2018,4,Thursday,17.0
5215,2018,4,Thursday,13.0
5216,2018,4,Wednesday,15.0
5217,2018,4,Sunday,10.0
5218,2018,4,Wednesday,0.0
5219,2018,4,Tuesday,18.0
5220,2018,4,Friday,23.0
5221,2018,4,Friday,18.0
5222,2018,4,Sunday,22.0
5223,2018,4,Saturday,5.0
5224,2018,4,Friday,19.0
5225,2017,8,Saturday,1.0
5226,2017,8,Thursday,19.0
5227,2017,8,Sunday,10.0
5228,2017,8,Friday,11.0
5229,2017,8,Thursday,17.0
5230,2017,8,Wednesday,8.0
5231,2017,8,Sunday,3.0
5232,2017,8,Monday,18.0
5233,2017,8,Thursday,9.0
5234,2017,8,Sunday,18.0
5235,2017,8,Friday,13.0
5236,2017,8,Tuesday,17.0
5237,2017,8,Friday,17.0
5238,2020,2,Sunday,5.0
5239,2020,2,Thursday,17.0
5240,2020,2,Friday,12.0
5241,2020,2,Monday,9.0
5242,2020,2,Saturday,21.0
5243,2020,2,Saturday,23.0
5244,2020,2,Tuesday,0.0
5245,2020,2,Monday,19.0
5246,2020,2,Tuesday,21.0
5247,2020,2,Sunday,11.0
5248,2020,2,Saturday,13.0
5249,2020,2,Saturday,14.0
5250,2020,2,Wednesday,10.0
5251,2020,2,Monday,10.0
5252,2020,2,Tuesday,12.0
5253,2016,8,Monday,13.0
5254,2016,8,Friday,11.0
5255,2016,8,Monday,6.0
5256,2016,8,Friday,14.0
5257,2016,8,Thursday,8.0
5258,2016,8,Thursday,14.0
5259,2016,8,Thursday,13.0
5260,2016,8,Wednesday,9.0
5261,2016,8,Friday,9.0
5262,2016,8,Friday,21.0
5263,2016,8,Saturday,20.0
5264,2016,8,Saturday,7.0
5265,2016,8,Tuesday,18.0
5266,2016,8,Sunday,3.0
5267,2016,8,Monday,15.0
5268,2016,8,Wednesday,12.0
5269,2016,8,Sunday,10.0
5270,2016,8,Sunday,15.0
5271,2016,8,Saturday,13.0
5272,2016,8,Friday,0.0
5273,2016,8,Tuesday,20.0
5274,2016,8,Wednesday,18.0
5275,2016,8,Friday,23.0
5276,2021,9,Tuesday,12.0
5277,2021,9,Tuesday,14.0
5278,2021,9,Sunday,0.0
5279,2021,9,Saturday,5.0
5280,2021,9,Thursday,16.0
5281,2021,9,Friday,15.0
5282,2021,9,Friday,13.0
5283,2021,9,Saturday,9.0
5284,2021,9,Saturday,11.0
5285,2021,9,Sunday,10.0
5286,2021,9,Sunday,14.0
5287,2021,9,Thursday,19.0
5288,2021,9,Thursday,5.0
5289,2021,9,Saturday,23.0
5290,2021,9,Saturday,22.0
5291,2022,8,Friday,20.0
5292,2022,8,Sunday,20.0
5293,2022,8,Tuesday,18.0
5294,2022,8,Tuesday,1.0
5295,2022,8,Saturday,16.0
5296,2022,8,Wednesday,15.0
5297,2022,8,Monday,13.0
5298,2022,8,Wednesday,16.0
5299,2022,8,Friday,23.0
5300,2022,8,Thursday,8.0
5301,2022,8,Tuesday,15.0
5302,2022,8,Wednesday,12.0
5303,2022,8,Tuesday,12.0
5304,2022,8,Thursday,16.0
5305,2021,9,Friday,14.0
5306,2021,9,Saturday,6.0
5307,2021,9,Saturday,8.0
5308,2021,9,Saturday,14.0
5309,2021,9,Sunday,16.0
5310,2021,9,Tuesday,21.0
5311,2021,9,Tuesday,13.0
5312,2021,9,Thursday,11.0
5313,2021,9,Wednesday,6.0
5314,2021,9,Tuesday,8.0
5315,2021,9,Thursday,17.0
5316,2021,9,Wednesday,20.0
5317,2022,11,Saturday,19.0
5318,2022,11,Thursday,13.0
5319,2022,11,Friday,20.0
5320,2022,11,Wednesday,10.0
5321,2022,11,Wednesday,9.0
5322,2022,11,Tuesday,21.0
5323,2022,11,Sunday,9.0
5324,2023,3,Tuesday,11.0
5325,2023,3,Friday,11.0
5326,2023,3,Wednesday,7.0
5327,2023,3,Friday,14.0
5328,2023,3,Friday,12.0
5329,2023,3,Tuesday,7.0
5330,2023,3,Monday,18.0
5331,2023,3,Thursday,19.0
5332,2014,12,Monday,11.0
5333,2014,12,Sunday,11.0
5334,2014,12,Sunday,14.0
5335,2014,12,Monday,23.0
5336,2014,12,Thursday,21.0
5337,2014,12,Wednesday,21.0
5338,2014,12,Monday,0.0
5339,2014,12,Tuesday,11.0
5340,2014,12,Monday,6.0
5341,2014,12,Monday,8.0
5342,2014,12,Tuesday,8.0
5343,2014,12,Tuesday,1.0
5344,2014,12,Thursday,23.0
5345,2014,12,Saturday,0.0
5346,2014,12,Friday,21.0
5347,2014,12,Tuesday,16.0
5348,2015,7,Sunday,1.0
5349,2015,7,Wednesday,3.0
5350,2015,7,Saturday,12.0
5351,2015,7,Saturday,8.0
5352,2015,7,Saturday,16.0
5353,2015,7,Thursday,15.0
5354,2015,7,Thursday,16.0
5355,2015,7,Sunday,20.0
5356,2015,7,Thursday,18.0
5357,2015,7,Saturday,21.0
5358,2015,7,Tuesday,15.0
5359,2015,7,Monday,9.0
5360,2015,7,Wednesday,12.0
5361,2015,7,Thursday,14.0
5362,2019,1,Tuesday,21.0
5363,2019,1,Thursday,9.0
5364,2019,1,Friday,12.0
5365,2019,1,Friday,13.0
5366,2019,1,Tuesday,15.0
5367,2019,1,Monday,9.0
5368,2019,1,Tuesday,10.0
5369,2019,1,Saturday,18.0
5370,2019,1,Saturday,3.0
5371,2019,1,Sunday,19.0
5372,2019,1,Monday,19.0
5373,2019,1,Friday,2.0
5374,2019,1,Wednesday,5.0
5375,2019,1,Friday,8.0
5376,2019,11,Thursday,16.0
5377,2019,11,Thursday,3.0
5378,2019,11,Sunday,16.0
5379,2019,11,Saturday,5.0
5380,2019,11,Monday,22.0
5381,2019,11,Monday,23.0
5382,2019,11,Friday,9.0
5383,2019,11,Friday,16.0
5384,2019,11,Tuesday,22.0
5385,2019,11,Wednesday,9.0
5386,2019,11,Wednesday,14.0
5387,2024,6,Wednesday,0.0
5388,2024,6,Saturday,22.0
5389,2024,6,Sunday,10.0
5390,2024,6,Wednesday,13.0
5391,2024,6,Monday,13.0
5392,2024,6,Tuesday,7.0
5393,2024,6,Wednesday,21.0
5394,2024,6,Friday,19.0
5395,2024,6,Friday,12.0
5396,2024,6,Wednesday,6.0
5397,2024,6,Wednesday,9.0
5398,2024,6,Friday,21.0
5399,2024,6,Sunday,16.0
5400,2021,8,Saturday,18.0
5401,2021,8,Saturday,0.0
5402,2021,8,Wednesday,5.0
5403,2021,8,Friday,3.0
5404,2021,8,Saturday,15.0
5405,2021,8,Thursday,11.0
5406,2021,8,Friday,15.0
5407,2021,8,Monday,14.0
5408,2021,8,Wednesday,13.0
5409,2021,8,Friday,20.0
5410,2021,8,Friday,18.0
5411,2021,8,Tuesday,6.0
5412,2021,8,Tuesday,9.0
5413,2018,12,Friday,22.0
5414,2018,12,Saturday,3.0
5415,2018,12,Monday,2.0
5416,2018,12,Wednesday,19.0
5417,2018,12,Wednesday,12.0
5418,2018,12,Wednesday,6.0
5419,2018,12,Saturday,20.0
5420,2018,12,Monday,1.0
5421,2018,12,Tuesday,18.0
5422,2018,12,Saturday,17.0
5423,2018,12,Sunday,11.0
5424,1989,12,Saturday,2.0
5425,1989,12,Friday,15.0
5426,1989,12,Monday,17.0
5427,1989,12,Wednesday,15.0
5428,1989,12,Tuesday,7.0
5429,1989,12,Wednesday,11.0
5430,1989,12,Thursday,11.0
5431,1989,12,Friday,11.0
5432,1989,12,Thursday,16.0
5433,1989,12,Friday,7.0
5434,1989,12,Thursday,15.0
5435,1989,12,Thursday,9.0
5436,1989,12,Saturday,1.0
5437,1989,12,Wednesday,14.0
5438,1989,12,Friday,13.0
5439,1989,12,Wednesday,8.0
5440,1989,12,Friday,17.0
5441,1989,12,Monday,4.0
5442,1989,12,Tuesday,10.0
5443,1989,12,Wednesday,17.0
5444,1989,12,Thursday,14.0
5445,1989,12,Monday,13.0
5446,1989,12,Monday,18.0
5447,1989,12,Wednesday,22.0
5448,1989,12,Wednesday,20.0
5449,1989,12,Monday,19.0
5450,1989,12,Sunday,3.0
5451,1989,12,Friday,21.0
5452,1989,12,Sunday,2.0
5453,1989,12,Sunday,22.0
5454,1989,12,Saturday,15.0
5455,1989,12,Friday,22.0
5456,1989,12,Monday,8.0
5457,1989,12,Friday,10.0
5458,1989,12,Sunday,12.0
5459,1989,12,Saturday,16.0
5460,1989,12,Friday,3.0
5461,1989,12,Sunday,13.0
5462,1989,12,Sunday,15.0
5463,1989,12,Saturday,14.0
5464,1989,12,Saturday,9.0
5465,1989,12,Thursday,22.0
5466,1989,12,Tuesday,5.0
5467,1989,12,Wednesday,3.0
5468,1989,12,Tuesday,21.0
5469,1989,12,Thursday,23.0
5470,1989,12,Thursday,1.0
5471,1989,12,Monday,9.0
5472,1989,12,Friday,1.0
5473,1989,12,Monday,22.0
5474,1989,12,Tuesday,3.0
5475,1989,12,Monday,23.0
5476,1989,12,Thursday,19.0
5477,1989,12,Thursday,18.0
5478,1989,12,Friday,18.0
5479,1989,12,Sunday,1.0
5480,1989,12,Sunday,4.0
5481,1989,12,Saturday,21.0
5482,1989,12,Friday,23.0
5483,2020,12,Wednesday,21.0
5484,2020,12,Friday,21.0
5485,2020,12,Thursday,10.0
5486,2020,12,Friday,17.0
5487,2020,12,Monday,12.0
5488,2020,12,Monday,0.0
5489,2020,12,Wednesday,0.0
5490,2020,12,Sunday,12.0
5491,2020,12,Saturday,14.0
5492,2020,12,Sunday,11.0
5493,2020,12,Wednesday,15.0
5494,2020,12,Thursday,13.0
5495,2020,12,Monday,10.0
5496,2021,10,Sunday,3.0
5497,2021,10,Thursday,5.0
5498,2021,10,Friday,3.0
5499,2021,10,Sunday,6.0
5500,2021,10,Sunday,10.0
5501,2021,10,Friday,16.0
5502,2021,10,Wednesday,15.0
5503,2021,10,Thursday,11.0
5504,2021,10,Wednesday,21.0
5505,2021,10,Friday,17.0
5506,2021,10,Thursday,10.0
5507,2021,10,Thursday,14.0
5508,2016,7,Saturday,21.0
5509,2016,7,Wednesday,21.0
5510,2016,7,Friday,10.0
5511,2016,7,Tuesday,17.0
5512,2016,7,Wednesday,6.0
5513,2016,7,Thursday,15.0
5514,2016,7,Friday,14.0
5515,2016,7,Thursday,14.0
5516,2016,7,Friday,23.0
5517,2016,7,Sunday,20.0
5518,2016,7,Wednesday,0.0
5519,2016,7,Sunday,15.0
5520,2016,7,Saturday,7.0
5521,2016,7,Saturday,16.0
5522,2016,7,Sunday,22.0
5523,2022,3,Friday,13.0
5524,2022,3,Wednesday,11.0
5525,2022,3,Monday,5.0
5526,2022,3,Friday,23.0
5527,2022,3,Thursday,14.0
5528,2022,3,Sunday,13.0
5529,2022,3,Saturday,10.0
5530,2022,3,Saturday,12.0
5531,2022,3,Monday,19.0
5532,2022,3,Thursday,23.0
5533,2022,3,Wednesday,19.0
5534,2022,3,Thursday,0.0
5535,2022,3,Friday,0.0
5536,2016,12,Tuesday,21.0
5537,2016,12,Saturday,1.0
5538,2016,12,Saturday,19.0
5539,2016,12,Wednesday,14.0
5540,2016,12,Friday,15.0
5541,2016,12,Monday,15.0
5542,2016,12,Monday,11.0
5543,2016,12,Wednesday,10.0
5544,2016,12,Monday,5.0
5545,2016,12,Saturday,5.0
5546,2016,12,Thursday,22.0
5547,2016,12,Friday,4.0
5548,2016,12,Wednesday,19.0
5549,2016,12,Thursday,17.0
5550,2016,12,Friday,17.0
5551,2019,7,Saturday,0.0
5552,2019,7,Saturday,20.0
5553,2019,7,Saturday,16.0
5554,2019,7,Wednesday,15.0
5555,2019,7,Wednesday,6.0
5556,2019,7,Thursday,11.0
5557,2019,7,Thursday,2.0
5558,2019,7,Monday,18.0
5559,2019,7,Friday,17.0
5560,2019,7,Friday,13.0
5561,2019,7,Thursday,5.0
5562,2024,12,Tuesday,13.0
5563,2024,12,Thursday,22.0
5564,2024,12,Thursday,9.0
5565,2024,12,Monday,1.0
5566,2024,12,Saturday,2.0
5567,2024,12,Sunday,17.0
5568,2024,12,Saturday,11.0
5569,2024,12,Thursday,16.0
5570,2024,12,Friday,11.0
5571,2024,12,Monday,2.0
5572,2024,12,Monday,20.0
5573,2015,8,Monday,2.0
5574,2015,8,Monday,5.0
5575,2015,8,Tuesday,1.0
5576,2015,8,Wednesday,19.0
5577,2015,8,Tuesday,23.0
5578,2015,8,Tuesday,21.0
5579,2015,8,Sunday,7.0
5580,2015,8,Saturday,6.0
5581,2015,8,Thursday,15.0
5582,2015,8,Tuesday,13.0
5583,2015,8,Monday,10.0
5584,2017,12,Friday,22.0
5585,2017,12,Monday,8.0
5586,2017,12,Thursday,14.0
5587,2017,12,Wednesday,15.0
5588,2017,12,Friday,20.0
5589,2017,12,Monday,19.0
5590,2017,12,Wednesday,3.0
5591,2017,12,Friday,5.0
5592,2017,12,Thursday,21.0
5593,2017,12,Tuesday,20.0
5594,2017,12,Tuesday,15.0
5595,2022,4,Sunday,1.0
5596,2022,4,Friday,21.0
5597,2022,4,Sunday,16.0
5598,2022,4,Tuesday,11.0
5599,2022,4,Monday,19.0
5600,2022,4,Thursday,23.0
5601,2022,4,Tuesday,19.0
5602,2022,4,Sunday,9.0
5603,2022,4,Thursday,12.0
5604,2022,4,Monday,5.0
5605,2022,4,Tuesday,13.0
5606,2022,4,Friday,12.0
5607,2022,4,Friday,15.0
5608,2022,4,Wednesday,9.0
5609,2022,4,Sunday,19.0
5610,2016,10,Wednesday,10.0
5611,2016,10,Wednesday,15.0
5612,2016,10,Sunday,3.0
5613,2016,10,Saturday,0.0
5614,2016,10,Friday,9.0
5615,2016,10,Sunday,16.0
5616,2016,10,Saturday,11.0
5617,2016,10,Sunday,9.0
5618,2016,10,Thursday,18.0
5619,2016,10,Tuesday,18.0
5620,2016,10,Wednesday,20.0
5621,2016,10,Sunday,21.0
5622,2016,3,Sunday,21.0
5623,2016,3,Monday,12.0
5624,2016,3,Monday,8.0
5625,2016,3,Thursday,6.0
5626,2016,3,Thursday,8.0
5627,2016,3,Tuesday,21.0
5628,2016,3,Wednesday,21.0
5629,2016,3,Saturday,10.0
5630,2016,3,Saturday,15.0
5631,2016,3,Sunday,7.0
5632,2016,3,Sunday,11.0
5633,2016,3,Monday,15.0
5634,2016,3,Tuesday,10.0
5635,2021,4,Wednesday,17.0
5636,2021,4,Monday,10.0
5637,2021,4,Thursday,11.0
5638,2021,4,Tuesday,14.0
5639,2021,4,Sunday,21.0
5640,2021,4,Sunday,13.0
5641,2021,4,Monday,11.0
5642,2021,4,Saturday,10.0
5643,2021,4,Sunday,7.0
5644,2021,4,Friday,5.0
5645,2021,4,Wednesday,23.0
5646,2021,4,Tuesday,18.0
5647,2021,4,Friday,21.0
5648,2021,4,Sunday,23.0
5649,2023,10,Sunday,20.0
5650,2023,10,Wednesday,1.0
5651,2023,10,Saturday,13.0
5652,2023,10,Monday,7.0
5653,2023,10,Tuesday,15.0
5654,2023,10,Wednesday,7.0
5655,2023,10,Friday,8.0
5656,2023,10,Saturday,15.0
5657,2023,10,Saturday,19.0
5658,2023,10,Friday,7.0
5659,2020,10,Tuesday,11.0
5660,2020,10,Thursday,13.0
5661,2020,10,Tuesday,9.0
5662,2020,10,Saturday,14.0
5663,2020,10,Saturday,12.0
5664,2020,10,Sunday,12.0
5665,2020,10,Wednesday,3.0
5666,2020,10,Tuesday,5.0
5667,2020,10,Thursday,18.0
5668,2020,10,Thursday,5.0
5669,2020,10,Saturday,5.0
5670,2020,10,Friday,20.0
5671,2018,9,Friday,7.0
5672,2018,9,Thursday,7.0
5673,2018,9,Thursday,10.0
5674,2018,9,Monday,22.0
5675,2018,9,Tuesday,7.0
5676,2018,9,Tuesday,13.0
5677,2018,9,Friday,13.0
5678,2018,9,Tuesday,11.0
5679,2018,9,Tuesday,10.0
5680,2018,9,Monday,18.0
5681,2018,9,Tuesday,5.0
5682,2018,9,Saturday,22.0
5683,2018,8,Saturday,19.0
5684,2018,8,Saturday,0.0
5685,2018,8,Tuesday,21.0
5686,2018,8,Tuesday,4.0
5687,2018,8,Saturday,13.0
5688,2018,8,Sunday,9.0
5689,2018,8,Saturday,5.0
5690,2018,8,Wednesday,16.0
5691,2018,8,Tuesday,6.0
5692,2018,8,Wednesday,17.0
5693,2018,8,Friday,15.0
5694,2018,8,Tuesday,17.0
5695,2019,6,Saturday,19.0
5696,2019,6,Sunday,5.0
5697,2019,6,Wednesday,8.0
5698,2019,6,Wednesday,16.0
5699,2019,6,Thursday,13.0
5700,2019,6,Thursday,16.0
5701,2019,6,Friday,12.0
5702,2019,6,Saturday,10.0
5703,2019,6,Sunday,6.0
5704,2019,6,Saturday,23.0
5705,2019,6,Thursday,14.0
5706,2019,6,Monday,15.0
5707,2019,6,Sunday,16.0
5708,2019,6,Saturday,1.0
5709,2019,6,Monday,19.0
5710,2018,9,Saturday,18.0
5711,2018,9,Thursday,11.0
5712,2018,9,Tuesday,17.0
5713,2018,9,Sunday,3.0
5714,2018,9,Sunday,0.0
5715,2018,9,Friday,23.0
5716,2018,9,Saturday,1.0
5717,2018,9,Thursday,18.0
5718,2018,9,Saturday,11.0
5719,2018,9,Monday,10.0
5720,2018,2,Friday,2.0
5721,2018,2,Saturday,14.0
5722,2018,2,Sunday,12.0
5723,2018,2,Wednesday,9.0
5724,2018,2,Sunday,11.0
5725,2018,2,Monday,9.0
5726,2018,2,Saturday,3.0
5727,2018,2,Thursday,20.0
5728,2018,2,Monday,15.0
5729,2018,2,Monday,13.0
5730,2018,2,Tuesday,12.0
5731,2018,2,Wednesday,13.0
5732,2018,2,Wednesday,14.0
5733,2018,2,Thursday,6.0
5734,2018,2,Tuesday,17.0
5735,2022,10,Tuesday,19.0
5736,2022,10,Tuesday,18.0
5737,2022,10,Monday,19.0
5738,2022,10,Sunday,11.0
5739,2022,10,Saturday,15.0
5740,2022,10,Saturday,6.0
5741,2022,10,Saturday,12.0
5742,2022,10,Thursday,15.0
5743,2022,10,Thursday,17.0
5744,2022,10,Saturday,20.0
5745,2022,10,Monday,2.0
5746,2022,10,Wednesday,10.0
5747,2022,10,Friday,19.0
5748,2022,10,Saturday,22.0
5749,2022,10,Wednesday,13.0
5750,2022,10,Tuesday,16.0
5751,2022,10,Friday,13.0
5752,2022,10,Wednesday,15.0
5753,2022,8,Friday,17.0
5754,2022,8,Thursday,13.0
5755,2022,8,Friday,15.0
5756,2022,8,Saturday,18.0
5757,2022,8,Friday,22.0
5758,2022,8,Thursday,23.0
5759,2022,8,Monday,19.0
5760,2022,8,Monday,20.0
5761,2022,8,Sunday,17.0
5762,2022,8,Sunday,15.0
5763,2022,8,Friday,16.0
5764,2022,4,Saturday,15.0
5765,2022,4,Tuesday,6.0
5766,2022,4,Monday,1.0
5767,2022,4,Saturday,23.0
5768,2022,4,Wednesday,0.0
5769,2022,4,Wednesday,17.0
5770,2022,4,Thursday,20.0
5771,2022,4,Thursday,5.0
5772,2022,4,Tuesday,5.0
5773,2022,4,Sunday,18.0
5774,2022,4,Tuesday,17.0
5775,2022,4,Friday,10.0
5776,2015,2,Sunday,18.0
5777,2015,2,Thursday,5.0
5778,2015,2,Monday,23.0
5779,2015,2,Monday,20.0
5780,2015,2,Saturday,14.0
5781,2015,2,Sunday,8.0
5782,2015,2,Monday,10.0
5783,2015,2,Tuesday,11.0
5784,2015,2,Wednesday,7.0
5785,2015,2,Wednesday,16.0
5786,2015,2,Thursday,12.0
5787,2022,4,Sunday,15.0
5788,2022,4,Sunday,13.0
5789,2022,4,Sunday,8.0
5790,2022,4,Monday,10.0
5791,2022,4,Thursday,15.0
5792,2022,4,Saturday,2.0
5793,2022,4,Friday,0.0
5794,2021,8,Sunday,17.0
5795,2021,8,Monday,11.0
5796,2021,8,Wednesday,16.0
5797,2021,8,Wednesday,11.0
5798,2021,8,Sunday,1.0
5799,2021,8,Friday,10.0
5800,2021,8,Friday,9.0
5801,2021,8,Tuesday,17.0
5802,2021,8,Thursday,15.0
5803,2021,8,Tuesday,5.0
5804,2021,8,Sunday,12.0
5805,2021,8,Sunday,11.0
5806,2019,7,Saturday,19.0
5807,2019,7,Thursday,16.0
5808,2019,7,Thursday,12.0
5809,2019,7,Friday,7.0
5810,2019,7,Monday,15.0
5811,2019,7,Friday,18.0
5812,2019,7,Sunday,0.0
5813,2019,7,Wednesday,5.0
5814,2019,7,Wednesday,18.0
5815,2019,7,Saturday,7.0
5816,2019,7,Saturday,13.0
5817,2019,7,Sunday,10.0
5818,2019,7,Friday,11.0
5819,2019,7,Thursday,15.0
5820,2017,2,Saturday,3.0
5821,2017,2,Friday,18.0
5822,2017,2,Friday,5.0
5823,2017,2,Thursday,22.0
5824,2017,2,Saturday,17.0
5825,2017,2,Saturday,7.0
5826,2017,2,Sunday,10.0
5827,2017,2,Tuesday,16.0
5828,2017,2,Monday,11.0
5829,2017,2,Sunday,19.0
5830,2017,2,Friday,22.0
5831,2017,2,Sunday,3.0
5832,2017,2,Friday,19.0
5833,2017,2,Tuesday,17.0
5834,2017,2,Thursday,15.0
5835,2019,9,Saturday,21.0
5836,2019,9,Saturday,12.0
5837,2019,9,Sunday,19.0
5838,2019,9,Sunday,23.0
5839,2019,9,Tuesday,15.0
5840,2019,9,Thursday,10.0
5841,2019,9,Friday,14.0
5842,2019,9,Wednesday,5.0
5843,2019,9,Friday,13.0
5844,2019,8,Monday,19.0
5845,2019,8,Wednesday,19.0
5846,2019,8,Tuesday,19.0
5847,2019,8,Thursday,3.0
5848,2019,8,Thursday,0.0
5849,2019,8,Sunday,16.0
5850,2019,8,Saturday,17.0
5851,2019,8,Saturday,6.0
5852,2019,8,Tuesday,15.0
5853,2019,8,Friday,17.0
5854,2022,3,Friday,19.0
5855,2022,3,Sunday,3.0
5856,2022,3,Sunday,18.0
5857,2022,3,Saturday,18.0
5858,2022,3,Monday,0.0
5859,2022,3,Thursday,22.0
5860,2022,3,Saturday,6.0
5861,2022,3,Friday,17.0
5862,2022,3,Wednesday,4.0
5863,2022,3,Saturday,3.0
5864,2022,8,Sunday,7.0
5865,2022,8,Monday,9.0
5866,2022,8,Friday,19.0
5867,2022,8,Sunday,2.0
5868,2022,8,Thursday,2.0
5869,2022,8,Saturday,4.0
5870,2022,8,Saturday,14.0
5871,2022,8,Tuesday,14.0
5872,2022,8,Monday,8.0
5873,2019,6,Monday,13.0
5874,2019,6,Tuesday,9.0
5875,2019,6,Saturday,15.0
5876,2019,6,Monday,10.0
5877,2019,6,Saturday,14.0
5878,2019,6,Saturday,12.0
5879,2019,6,Tuesday,21.0
5880,2019,6,Wednesday,0.0
5881,2019,6,Wednesday,22.0
5882,2019,6,Saturday,5.0
5883,2023,2,Saturday,23.0
5884,2023,2,Sunday,8.0
5885,2023,2,Thursday,6.0
5886,2023,2,Monday,6.0
5887,2023,2,Saturday,7.0
5888,2023,2,Friday,13.0
5889,2023,2,Friday,22.0
5890,2023,2,Wednesday,15.0
5891,2023,2,Thursday,21.0
5892,2023,2,Friday,23.0
5893,2023,2,Wednesday,18.0
5894,2023,2,Monday,8.0
5895,2023,2,Saturday,8.0
5896,2023,2,Thursday,20.0
5897,2018,7,Sunday,9.0
5898,2018,7,Tuesday,18.0
5899,2018,7,Tuesday,9.0
5900,2018,7,Friday,14.0
5901,2018,7,Wednesday,16.0
5902,2018,7,Sunday,22.0
5903,2018,7,Wednesday,19.0
5904,2018,7,Thursday,0.0
5905,2018,7,Monday,23.0
5906,2018,7,Friday,9.0
5907,2020,10,Friday,14.0
5908,2020,10,Wednesday,13.0
5909,2020,10,Wednesday,14.0
5910,2020,10,Thursday,12.0
5911,2020,10,Tuesday,16.0
5912,2020,10,Saturday,19.0
5913,2020,10,Sunday,1.0
5914,2020,10,Saturday,6.0
5915,2020,10,Saturday,16.0
