time_id,year,month,dayweek,hour
19384,2009,5,Friday,13.0
19385,2009,5,Monday,7.0
19386,2009,5,Sunday,18.0
19387,2009,5,Saturday,3.0
19388,2009,5,Saturday,18.0
19389,2009,5,Friday,23.0
19390,2009,5,Monday,22.0
19391,2009,5,Thursday,22.0
19392,2009,5,Tuesday,19.0
19393,2009,5,Tuesday,5.0
19394,2009,5,Monday,3.0
19395,2009,5,Saturday,8.0
19396,2009,5,Sunday,8.0
19397,2009,5,Saturday,12.0
19398,2009,5,Sunday,6.0
19399,2009,5,Sunday,15.0
19400,2009,5,Saturday,16.0
19401,2009,5,Tuesday,16.0
19402,2009,5,Thursday,17.0
19403,2001,1,Saturday,19.0
19404,2001,1,Friday,21.0
19405,2001,1,Sunday,1.0
19406,2001,1,Monday,19.0
19407,2001,1,Wednesday,0.0
19408,2001,1,Wednesday,1.0
19409,2001,1,Saturday,7.0
19410,2001,1,Saturday,12.0
19411,2001,1,Tuesday,7.0
19412,2001,1,Saturday,5.0
19413,2001,1,Thursday,22.0
19414,2001,1,Saturday,17.0
19415,2001,1,Monday,2.0
19416,2001,1,Monday,12.0
19417,2001,1,Friday,13.0
19418,2001,1,Thursday,7.0
19419,2001,1,Wednesday,16.0
19420,2001,1,Saturday,23.0
19421,2001,1,Thursday,17.0
19422,2008,12,Saturday,21.0
19423,2008,12,Saturday,18.0
19424,2008,12,Friday,23.0
19425,2008,12,Saturday,22.0
19426,2008,12,Saturday,2.0
19427,2008,12,Tuesday,20.0
19428,2008,12,Wednesday,21.0
19429,2008,12,Tuesday,2.0
19430,2008,12,Wednesday,7.0
19431,2008,12,Tuesday,18.0
19432,2008,12,Wednesday,5.0
19433,2008,12,Wednesday,23.0
19434,2008,12,Monday,18.0
19435,2008,12,Wednesday,18.0
19436,2008,12,Thursday,22.0
19437,2008,12,Sunday,16.0
19438,2008,12,Saturday,8.0
19439,2008,12,Saturday,16.0
19440,2008,12,Thursday,17.0
19441,2008,12,Tuesday,8.0
19442,2008,12,Monday,11.0
19443,2008,12,Friday,14.0
19444,2008,12,Sunday,22.0
19445,2008,12,Saturday,4.0
19446,2008,12,Wednesday,9.0
19447,2008,12,Friday,17.0
19448,2008,12,Thursday,9.0
19449,2008,12,Wednesday,11.0
19450,2008,12,Monday,17.0
19451,2008,12,Wednesday,17.0
19452,2008,12,Tuesday,15.0
19453,2008,12,Friday,21.0
19454,2005,1,Monday,15.0
19455,2005,1,Wednesday,17.0
19456,2005,1,Wednesday,12.0
19457,2005,1,Monday,7.0
19458,2005,1,Tuesday,16.0
19459,2005,1,Monday,14.0
19460,2005,1,Tuesday,12.0
19461,2005,1,Wednesday,13.0
19462,2005,1,Tuesday,11.0
19463,2005,1,Saturday,1.0
19464,2005,1,Saturday,4.0
19465,2005,1,Monday,23.0
19466,2005,1,Tuesday,21.0
19467,2005,1,Wednesday,23.0
19468,2005,1,Tuesday,22.0
19469,2005,1,Wednesday,18.0
19470,2005,1,Saturday,15.0
19471,2005,1,Sunday,14.0
19472,2005,1,Sunday,13.0
19473,2005,1,Saturday,10.0
19474,2005,1,Saturday,17.0
19475,2005,1,Sunday,8.0
19476,2005,1,Saturday,13.0
19477,2005,1,Saturday,16.0
19478,2005,1,Saturday,7.0
19479,2005,1,Friday,7.0
19480,1991,11,Tuesday,16.0
19481,1991,11,Friday,11.0
19482,1991,11,Friday,10.0
19483,1991,11,Wednesday,10.0
19484,1991,11,Saturday,19.0
19485,1991,11,Wednesday,21.0
19486,1991,11,Saturday,15.0
19487,1991,11,Sunday,12.0
19488,1991,11,Saturday,7.0
19489,1991,11,Saturday,10.0
19490,1991,11,Sunday,16.0
19491,1991,11,Saturday,17.0
19492,1991,11,Monday,20.0
19493,1991,11,Wednesday,23.0
19494,1991,11,Wednesday,1.0
19495,1991,11,Thursday,0.0
19496,1991,11,Saturday,5.0
19497,1991,11,Saturday,18.0
19498,1991,11,Sunday,20.0
19499,1996,11,Sunday,21.0
19500,1996,11,Friday,22.0
19501,1996,11,Monday,7.0
19502,1996,11,Friday,20.0
19503,1996,11,Saturday,18.0
19504,1996,11,Thursday,8.0
19505,1996,11,Thursday,16.0
19506,1996,11,Saturday,20.0
19507,1996,11,Sunday,2.0
19508,1996,11,Wednesday,19.0
19509,1996,11,Thursday,4.0
19510,1996,11,Sunday,16.0
19511,1996,11,Saturday,14.0
19512,1996,11,Saturday,15.0
19513,1996,3,Sunday,0.0
19514,1996,3,Sunday,3.0
19515,1996,3,Sunday,5.0
19516,1996,3,Monday,22.0
19517,1996,3,Sunday,15.0
19518,1996,3,Sunday,17.0
19519,1996,3,Saturday,12.0
19520,1996,3,Saturday,16.0
19521,1996,3,Saturday,14.0
19523,1996,3,Friday,18.0
19524,1996,3,Saturday,0.0
19525,1996,3,Saturday,10.0
19526,1996,3,Sunday,14.0
19527,1996,3,Wednesday,10.0
19528,1996,3,Tuesday,6.0
19529,1996,3,Friday,6.0
19530,1996,3,Saturday,20.0
19531,1996,3,Sunday,21.0
19532,1996,3,Friday,19.0
19533,1996,3,Thursday,9.0
19534,1996,3,Monday,13.0
19535,1996,3,Friday,14.0
19536,1996,3,Tuesday,7.0
19537,1996,3,Wednesday,7.0
19538,2024,12,Friday,9.0
19539,2017,9,Monday,0.0
19540,2017,9,Tuesday,13.0
19541,2017,9,Thursday,23.0
19542,2017,9,Saturday,17.0
19543,2017,9,Friday,17.0
19544,2009,12,Sunday,18.0
19545,2009,12,Sunday,2.0
19546,2009,12,Tuesday,18.0
19547,2009,12,Monday,18.0
19548,2009,12,Tuesday,5.0
19549,2009,12,Thursday,22.0
19550,2009,12,Wednesday,1.0
19551,2009,12,Wednesday,0.0
19552,2009,12,Friday,4.0
19553,2009,12,Thursday,2.0
19554,2009,12,Sunday,17.0
19555,2009,12,Saturday,12.0
19556,2009,12,Saturday,9.0
19557,2009,12,Sunday,14.0
19558,2009,12,Sunday,15.0
19559,2009,12,Saturday,13.0
19560,2009,12,Sunday,13.0
19561,2009,12,Tuesday,19.0
19562,2009,12,Friday,17.0
19563,2009,12,Sunday,19.0
19564,2009,12,Tuesday,21.0
19565,2009,12,Monday,23.0
19566,2009,12,Wednesday,7.0
19567,2009,12,Monday,15.0
19568,2009,12,Wednesday,15.0
19569,2009,12,Monday,17.0
19570,2009,12,Tuesday,14.0
19571,2009,12,Wednesday,16.0
19572,2009,12,Tuesday,11.0
19573,2009,12,Wednesday,12.0
19574,2009,12,Monday,8.0
19575,1996,8,Sunday,22.0
19576,1996,8,Sunday,3.0
19577,1996,8,Monday,18.0
19578,1996,8,Thursday,5.0
19579,1996,8,Thursday,19.0
19580,1996,8,Thursday,18.0
19581,1996,8,Tuesday,1.0
19582,1996,8,Sunday,14.0
19583,1996,8,Saturday,9.0
19584,1996,8,Saturday,10.0
19585,1996,8,Saturday,11.0
19586,1996,8,Sunday,17.0
19587,1996,8,Saturday,14.0
19588,1996,8,Monday,14.0
19589,1996,8,Wednesday,16.0
19590,1996,8,Tuesday,11.0
19591,1996,8,Tuesday,23.0
19592,1996,8,Friday,15.0
19593,1996,8,Friday,9.0
19594,1996,8,Monday,16.0
19595,1996,8,Wednesday,12.0
19596,1996,8,Thursday,14.0
19597,1996,8,Wednesday,15.0
19598,1996,8,Wednesday,6.0
19599,2001,9,Saturday,18.0
19600,2001,9,Sunday,18.0
19601,2001,9,Saturday,2.0
19602,2001,9,Saturday,14.0
19603,2001,9,Wednesday,11.0
19604,2001,9,Thursday,8.0
19605,2001,9,Monday,12.0
19606,2001,9,Monday,15.0
19607,2001,9,Thursday,6.0
19608,2001,9,Wednesday,12.0
19609,2001,9,Thursday,14.0
19610,2001,9,Saturday,5.0
19611,2001,9,Sunday,20.0
19612,2001,9,Saturday,0.0
19613,2001,9,Wednesday,1.0
19614,2001,9,Wednesday,21.0
19615,2001,9,Tuesday,4.0
19616,2001,9,Tuesday,18.0
19617,2001,9,Saturday,13.0
19618,2001,9,Sunday,17.0
19619,2001,9,Sunday,9.0
19620,2001,9,Saturday,9.0
19621,2001,9,Friday,12.0
19622,1994,8,Saturday,21.0
19623,1994,8,Sunday,21.0
19624,1994,8,Sunday,22.0
19625,1994,8,Friday,18.0
19626,1994,8,Wednesday,19.0
19627,1994,8,Friday,15.0
19628,1994,8,Wednesday,7.0
19629,1994,8,Tuesday,16.0
19630,1994,8,Wednesday,13.0
19631,1994,8,Wednesday,14.0
19632,1994,8,Friday,16.0
19633,1994,8,Friday,17.0
19634,1994,8,Monday,3.0
19635,1994,8,Sunday,1.0
19636,1994,8,Sunday,20.0
19637,1994,8,Sunday,7.0
19638,1994,8,Sunday,11.0
19639,1994,8,Saturday,10.0
19640,1994,8,Sunday,10.0
19641,1994,8,Sunday,14.0
19642,1994,8,Sunday,6.0
19643,1994,8,Saturday,6.0
19644,1994,8,Monday,15.0
19645,2010,2,Saturday,1.0
19646,2010,2,Sunday,3.0
19647,2010,2,Monday,0.0
19648,2010,2,Friday,4.0
19649,2010,2,Monday,19.0
19650,2010,2,Thursday,4.0
19651,2010,2,Thursday,19.0
19652,2010,2,Saturday,17.0
19653,2010,2,Saturday,12.0
19654,2010,2,Sunday,14.0
19655,2010,2,Sunday,11.0
19656,2010,2,Saturday,11.0
19657,2010,2,Friday,11.0
19658,2010,2,Monday,17.0
19659,2010,2,Thursday,12.0
19660,2010,2,Monday,8.0
19661,2010,2,Friday,23.0
19662,2010,2,Saturday,23.0
19663,2010,2,Saturday,3.0
19664,2010,2,Saturday,0.0
19665,2010,2,Sunday,8.0
19666,2010,2,Friday,21.0
19667,2010,2,Sunday,5.0
19668,2010,2,Wednesday,13.0
19669,2010,2,Thursday,13.0
19670,2010,2,Friday,14.0
19671,2010,2,Friday,6.0
19672,2010,2,Tuesday,15.0
19673,2010,2,Wednesday,8.0
19674,2004,4,Thursday,19.0
19675,2004,4,Sunday,13.0
19676,2004,4,Friday,15.0
19677,2004,4,Wednesday,6.0
19678,2004,4,Friday,14.0
19679,2004,4,Sunday,21.0
19680,2004,4,Friday,21.0
19681,2004,4,Saturday,22.0
19682,2004,4,Monday,12.0
19683,2004,4,Tuesday,15.0
19684,2004,4,Thursday,13.0
19685,2004,4,Tuesday,8.0
19686,2004,4,Tuesday,17.0
19687,2004,4,Wednesday,13.0
19688,2004,4,Monday,9.0
19689,2004,4,Tuesday,10.0
19690,2004,4,Saturday,9.0
19691,2004,4,Sunday,19.0
19692,2004,4,Sunday,20.0
19693,2004,4,Friday,23.0
19694,2004,4,Friday,22.0
19695,2004,4,Saturday,23.0
19696,2004,4,Saturday,18.0
19697,2004,4,Wednesday,19.0
19698,2004,4,Wednesday,1.0
19699,2004,4,Thursday,23.0
19700,2004,4,Sunday,9.0
19701,2004,4,Sunday,6.0
19702,2004,4,Tuesday,6.0
19703,2001,12,Sunday,18.0
19704,2001,12,Saturday,22.0
19705,2001,12,Saturday,13.0
19706,2001,12,Thursday,11.0
19707,2001,12,Wednesday,13.0
19708,2001,12,Thursday,15.0
19709,2001,12,Friday,15.0
19710,2001,12,Tuesday,10.0
19711,2001,12,Tuesday,7.0
19712,2001,12,Monday,13.0
19713,2001,12,Saturday,5.0
19714,2001,12,Saturday,23.0
19715,2001,12,Saturday,1.0
19716,2001,12,Friday,3.0
19717,2001,12,Sunday,6.0
19718,2001,12,Saturday,14.0
19719,1992,1,Saturday,1.0
19720,1992,1,Tuesday,12.0
19721,1992,1,Thursday,17.0
19722,1992,1,Friday,8.0
19723,1992,1,Friday,16.0
19724,1992,1,Tuesday,17.0
19725,1992,1,Sunday,1.0
19726,1992,1,Sunday,2.0
19727,1992,1,Saturday,2.0
19728,1992,1,Thursday,20.0
19729,1992,1,Wednesday,18.0
19730,1992,1,Monday,20.0
19731,1992,1,Monday,23.0
19732,1992,1,Tuesday,1.0
19733,1992,1,Thursday,2.0
19734,1992,1,Saturday,14.0
19735,1992,1,Sunday,10.0
19736,1992,1,Saturday,12.0
19737,1992,1,Friday,9.0
19738,1992,1,Tuesday,14.0
19739,1992,5,Monday,17.0
19740,1992,5,Sunday,11.0
19741,1992,5,Sunday,13.0
19742,1992,5,Saturday,12.0
19743,1992,5,Wednesday,4.0
19744,1992,5,Wednesday,1.0
19745,1992,5,Thursday,22.0
19746,1992,5,Sunday,0.0
19747,1992,5,Sunday,1.0
19748,1992,5,Friday,18.0
19749,1992,5,Sunday,18.0
19750,1992,5,Saturday,22.0
19751,1992,5,Saturday,0.0
19752,1992,5,Monday,16.0
19753,1992,5,Friday,14.0
19754,1992,5,Thursday,14.0
19755,1992,5,Thursday,7.0
19756,1992,5,Friday,2.0
19757,1992,5,Monday,11.0
19758,1992,5,Monday,9.0
19759,1992,5,Friday,22.0
19760,1992,5,Thursday,18.0
19761,2023,12,Thursday,12.0
19762,2023,12,Friday,9.0
19763,2019,8,Tuesday,2.0
19764,2019,8,Monday,8.0
19765,1995,1,Sunday,18.0
19766,1995,1,Friday,23.0
19767,1995,1,Sunday,19.0
19768,1995,1,Thursday,3.0
19769,1995,1,Monday,21.0
19770,1995,1,Tuesday,23.0
19771,1995,1,Tuesday,20.0
19772,1995,1,Saturday,9.0
19773,1995,1,Sunday,8.0
19774,1995,1,Saturday,16.0
19775,1995,1,Sunday,9.0
19776,1995,1,Thursday,13.0
19777,1995,1,Friday,17.0
19778,1995,1,Saturday,3.0
19779,1995,1,Sunday,20.0
19780,1995,1,Thursday,6.0
19781,1995,1,Thursday,0.0
19782,1995,1,Thursday,15.0
19783,1995,1,Friday,13.0
19784,1995,1,Wednesday,13.0
19785,1995,1,Tuesday,12.0
19786,1995,1,Tuesday,15.0
19787,1995,1,Wednesday,12.0
19788,2020,12,Thursday,22.0
19789,2020,12,Saturday,19.0
19790,2020,12,Tuesday,21.0
19791,1990,12,Wednesday,16.0
19792,1990,12,Monday,14.0
19793,1990,12,Thursday,10.0
19794,1990,12,Tuesday,4.0
19795,1990,12,Friday,12.0
19796,1990,12,Wednesday,7.0
19797,1990,12,Saturday,8.0
19798,1990,12,Sunday,11.0
19799,1990,12,Sunday,9.0
19800,1990,12,Saturday,15.0
19801,1990,12,Saturday,12.0
19802,1990,12,Wednesday,5.0
19803,1990,12,Sunday,20.0
19804,1990,12,Friday,19.0
19805,1992,8,Friday,18.0
19806,1992,8,Tuesday,23.0
19807,1992,8,Monday,7.0
19808,1992,8,Tuesday,13.0
19809,1992,8,Sunday,1.0
19810,1992,8,Sunday,18.0
19811,1992,8,Saturday,5.0
19812,1992,8,Tuesday,8.0
19813,1992,8,Wednesday,10.0
19814,1992,8,Wednesday,11.0
19815,1992,8,Friday,10.0
19816,1992,8,Wednesday,7.0
19817,1992,8,Friday,23.0
19818,1992,8,Sunday,19.0
19819,1992,8,Wednesday,20.0
19820,1992,8,Monday,19.0
19821,1992,8,Sunday,15.0
19822,1992,8,Sunday,10.0
19823,1992,8,Thursday,8.0
19824,2022,3,Sunday,19.0
19825,2022,3,Saturday,21.0
19826,2012,6,Tuesday,17.0
19827,2012,6,Tuesday,7.0
19828,2012,6,Wednesday,18.0
19829,2012,6,Sunday,17.0
19830,2012,6,Friday,12.0
19831,2012,6,Monday,15.0
19832,2012,6,Monday,17.0
19833,2012,6,Monday,8.0
19834,2012,6,Wednesday,10.0
19835,2012,6,Wednesday,6.0
19836,2012,6,Saturday,20.0
19837,2012,6,Friday,9.0
19838,2012,6,Wednesday,14.0
19839,2012,6,Tuesday,16.0
19840,2012,6,Wednesday,12.0
19841,2012,6,Thursday,10.0
19842,2012,6,Thursday,8.0
19843,2012,6,Monday,14.0
19844,2012,6,Friday,21.0
19845,2012,6,Saturday,1.0
19846,2012,6,Sunday,3.0
19847,2012,6,Sunday,21.0
19848,2012,6,Saturday,3.0
19849,2012,6,Wednesday,4.0
19850,2012,6,Saturday,12.0
19851,2012,6,Sunday,9.0
19852,2012,6,Sunday,16.0
19853,2012,6,Thursday,14.0
19854,1994,6,Saturday,19.0
19855,1994,6,Thursday,10.0
19856,1994,6,Tuesday,0.0
19857,1994,6,Tuesday,2.0
19858,1994,6,Sunday,11.0
19859,1994,6,Sunday,14.0
19860,1994,6,Tuesday,13.0
19861,1994,6,Monday,16.0
19862,1994,6,Sunday,21.0
19863,1994,6,Friday,7.0
19864,1994,6,Tuesday,6.0
19865,1994,6,Monday,10.0
19866,1994,6,Thursday,16.0
19867,1994,6,Thursday,6.0
19868,1994,6,Tuesday,7.0
19869,1994,6,Friday,11.0
19870,2001,4,Saturday,23.0
19871,2001,4,Friday,18.0
19872,2001,4,Saturday,1.0
19873,2001,4,Sunday,1.0
19874,2001,4,Friday,20.0
19875,2001,4,Thursday,4.0
19876,2001,4,Tuesday,5.0
19877,2001,4,Sunday,15.0
19878,2001,4,Monday,10.0
19880,2001,4,Thursday,6.0
19881,2001,4,Friday,0.0
19882,2001,4,Monday,3.0
19883,2001,4,Sunday,18.0
19884,2001,4,Friday,9.0
19885,2001,4,Friday,14.0
19886,2001,4,Tuesday,16.0
19887,2001,4,Monday,13.0
19888,2001,4,Monday,17.0
19889,2001,4,Thursday,9.0
19890,1997,9,Sunday,2.0
19891,1997,9,Thursday,20.0
19892,1997,9,Wednesday,18.0
19893,1997,9,Monday,0.0
19894,1997,9,Saturday,12.0
19895,1997,9,Sunday,12.0
19896,1997,9,Sunday,14.0
19897,1997,9,Saturday,11.0
19898,1997,9,Saturday,7.0
19899,1997,9,Saturday,6.0
19900,1997,9,Sunday,16.0
19901,1997,9,Tuesday,11.0
19902,1997,9,Wednesday,8.0
19903,1997,9,Friday,13.0
19904,1997,9,Saturday,21.0
19905,1997,9,Sunday,15.0
19906,1997,9,Sunday,18.0
19907,1997,9,Tuesday,10.0
19908,1997,9,Friday,8.0
19909,1997,9,Tuesday,6.0
19910,1997,9,Wednesday,10.0
19911,1997,9,Thursday,16.0
19912,1997,9,Thursday,6.0
19913,1997,9,Monday,16.0
19914,1997,9,Thursday,9.0
19915,1997,9,Monday,11.0
19916,1997,9,Thursday,7.0
19917,1997,9,Tuesday,14.0
19918,1997,9,Friday,7.0
19919,1997,9,Monday,17.0
19920,2013,8,Friday,14.0
19921,2013,8,Monday,15.0
19922,2013,8,Wednesday,10.0
19923,2013,8,Monday,16.0
19924,2013,8,Friday,10.0
19925,2013,8,Thursday,10.0
19926,2013,8,Monday,14.0
19927,2013,8,Thursday,15.0
19928,2013,8,Friday,15.0
19929,2013,8,Sunday,0.0
19930,2013,8,Sunday,18.0
19931,2013,8,Friday,13.0
19932,2013,8,Sunday,13.0
19933,2013,8,Monday,18.0
19934,2013,8,Friday,20.0
19935,2013,8,Saturday,21.0
19936,2013,8,Tuesday,18.0
19937,2013,8,Thursday,7.0
19938,2013,8,Monday,9.0
19939,2013,8,Sunday,8.0
19940,2013,8,Saturday,11.0
19941,2013,8,Sunday,17.0
19942,2013,8,Monday,19.0
19943,2013,8,Friday,3.0
19944,2013,8,Thursday,5.0
19945,2013,8,Saturday,22.0
19946,2013,8,Saturday,0.0
19947,1996,9,Thursday,16.0
19948,1996,9,Wednesday,14.0
19949,1996,9,Thursday,6.0
19950,1996,9,Monday,16.0
19951,1996,9,Wednesday,6.0
19952,1996,9,Friday,11.0
19953,1996,9,Friday,16.0
19954,1996,9,Thursday,9.0
19955,1996,9,Thursday,7.0
19956,1996,9,Saturday,21.0
19957,1996,9,Saturday,19.0
19958,1996,9,Wednesday,9.0
19959,1996,9,Monday,17.0
19960,1996,9,Thursday,12.0
19961,1996,9,Sunday,12.0
19962,1996,9,Wednesday,21.0
19963,1996,9,Wednesday,19.0
19964,1996,9,Tuesday,2.0
19965,1996,9,Sunday,3.0
19966,1991,5,Friday,21.0
19967,1991,5,Sunday,18.0
19968,1991,5,Sunday,4.0
19969,1991,5,Thursday,19.0
19970,1991,5,Wednesday,20.0
19971,1991,5,Wednesday,19.0
19972,1991,5,Monday,22.0
19973,1991,5,Thursday,0.0
19974,1991,5,Tuesday,18.0
19975,1991,5,Sunday,16.0
19976,1991,5,Saturday,9.0
19977,1991,5,Tuesday,20.0
19978,1991,5,Tuesday,9.0
19979,1991,5,Thursday,18.0
19980,1991,5,Monday,7.0
19981,1991,5,Friday,15.0
19982,1991,5,Thursday,13.0
19983,1991,5,Wednesday,11.0
19984,1991,5,Thursday,14.0
19985,1991,5,Monday,6.0
19986,1990,8,Friday,19.0
19987,1990,8,Sunday,8.0
19988,1990,8,Monday,16.0
19989,1990,8,Tuesday,8.0
19990,1990,8,Saturday,18.0
19991,1990,8,Wednesday,13.0
19992,1990,8,Tuesday,11.0
19993,1990,8,Monday,17.0
19994,1990,8,Friday,23.0
19995,1990,8,Monday,2.0
19996,1990,8,Sunday,3.0
19997,1990,8,Friday,0.0
19998,1990,8,Thursday,0.0
19999,1990,8,Wednesday,20.0
20000,1990,8,Sunday,11.0
20001,1990,8,Sunday,6.0
20002,1990,8,Tuesday,17.0
20003,1990,8,Wednesday,12.0
20004,1990,8,Tuesday,19.0
20005,1990,8,Tuesday,13.0
20006,1990,8,Monday,8.0
20007,2001,7,Sunday,15.0
20008,2001,7,Sunday,12.0
20009,2001,7,Thursday,1.0
20010,2001,7,Friday,3.0
20011,2001,7,Monday,19.0
20012,2001,7,Sunday,3.0
20013,2001,7,Saturday,3.0
20014,2001,7,Saturday,21.0
20015,2001,7,Sunday,0.0
20016,2001,7,Sunday,4.0
20017,2001,7,Friday,7.0
20018,2001,7,Thursday,16.0
20019,2001,7,Monday,17.0
20020,2001,7,Wednesday,13.0
20021,2001,7,Monday,9.0
20022,2001,7,Friday,16.0
20023,2001,7,Sunday,22.0
20024,2001,7,Sunday,1.0
20025,2001,7,Friday,15.0
20026,2001,7,Tuesday,15.0
20027,2001,7,Saturday,1.0
20028,2001,7,Friday,4.0
20029,1999,4,Sunday,18.0
20030,1999,4,Saturday,1.0
20031,1999,4,Tuesday,5.0
20032,1999,4,Thursday,0.0
20033,1999,4,Thursday,3.0
20034,1999,4,Friday,1.0
20035,1999,4,Monday,23.0
20036,1999,4,Tuesday,20.0
20037,1999,4,Friday,4.0
20038,1999,4,Saturday,9.0
20039,1999,4,Monday,13.0
20040,1999,4,Tuesday,9.0
20041,1999,4,Thursday,23.0
20042,1999,4,Thursday,21.0
20043,1999,4,Wednesday,13.0
20044,1999,4,Friday,18.0
20045,1999,4,Wednesday,15.0
20046,1999,4,Tuesday,13.0
20047,1999,4,Monday,8.0
20048,1999,4,Wednesday,14.0
20049,1999,4,Monday,11.0
20050,1993,5,Monday,6.0
20051,1993,5,Friday,12.0
20052,1993,5,Tuesday,14.0
20053,1993,5,Tuesday,10.0
20054,1993,5,Sunday,11.0
20055,1993,5,Saturday,6.0
20056,1993,5,Saturday,8.0
20057,1993,5,Friday,2.0
20058,1993,5,Wednesday,5.0
20059,1993,5,Sunday,22.0
20060,1993,5,Saturday,3.0
20061,1993,5,Saturday,18.0
20062,1993,5,Friday,18.0
20063,1993,5,Wednesday,7.0
20064,1993,5,Thursday,15.0
20065,1993,5,Monday,7.0
20066,1993,5,Wednesday,8.0
20067,1993,5,Thursday,10.0
20068,1993,5,Saturday,2.0
20069,1993,5,Thursday,9.0
20070,1993,5,Wednesday,17.0
20071,1993,5,Wednesday,10.0
20072,1993,5,Monday,4.0
20073,1993,5,Sunday,18.0
20074,2004,1,Monday,11.0
20075,2004,1,Sunday,18.0
20076,2004,1,Friday,21.0
20077,2004,1,Tuesday,8.0
20078,2004,1,Friday,10.0
20079,2004,1,Wednesday,17.0
20080,2004,1,Friday,15.0
20081,2004,1,Monday,16.0
20082,2004,1,Sunday,19.0
20083,2004,1,Wednesday,21.0
20084,2004,1,Thursday,1.0
20085,2004,1,Tuesday,1.0
20086,2004,1,Wednesday,20.0
20087,2004,1,Monday,21.0
20088,2004,1,Saturday,13.0
20089,2004,1,Sunday,16.0
20090,2004,1,Saturday,12.0
20091,2004,1,Monday,13.0
20092,2004,1,Friday,11.0
20093,2004,1,Tuesday,16.0
20094,1999,10,Sunday,3.0
20095,1999,10,Friday,15.0
20096,1999,10,Tuesday,12.0
20097,1999,10,Sunday,4.0
20098,1999,10,Saturday,20.0
20099,1999,10,Monday,6.0
20100,1999,10,Monday,13.0
20101,1999,10,Friday,18.0
20102,1999,10,Friday,23.0
20103,1999,10,Monday,21.0
20104,1999,10,Tuesday,19.0
20105,1999,10,Saturday,13.0
20106,1999,10,Wednesday,15.0
20107,1999,10,Sunday,9.0
20108,1999,10,Sunday,10.0
20109,1999,10,Friday,11.0
20110,1999,10,Thursday,9.0
20111,1999,10,Monday,12.0
20112,2007,3,Monday,12.0
20113,2007,3,Friday,16.0
20114,2007,3,Monday,17.0
20115,2007,3,Wednesday,12.0
20116,2007,3,Friday,9.0
20117,2007,3,Thursday,15.0
20118,2007,3,Friday,13.0
20119,2007,3,Thursday,7.0
20120,2007,3,Friday,7.0
20121,2007,3,Sunday,19.0
20122,2007,3,Thursday,3.0
20123,2007,3,Tuesday,12.0
20124,2007,3,Wednesday,15.0
20125,2007,3,Saturday,14.0
20126,2007,3,Sunday,12.0
20127,2007,3,Saturday,16.0
20128,2007,3,Wednesday,1.0
20129,2007,3,Wednesday,19.0
20130,2007,3,Wednesday,18.0
20131,2007,3,Sunday,5.0
20132,2007,3,Saturday,23.0
20133,2022,10,Wednesday,23.0
20134,2022,10,Saturday,18.0
20135,2022,10,Friday,0.0
20136,2022,10,Saturday,9.0
20137,1995,11,Sunday,5.0
20138,1995,11,Friday,23.0
20139,1995,11,Wednesday,21.0
20140,1995,11,Monday,22.0
20141,1995,11,Tuesday,18.0
20142,1995,11,Thursday,19.0
20143,1995,11,Sunday,13.0
20144,1995,11,Tuesday,16.0
20145,1995,11,Monday,6.0
20146,1995,11,Saturday,22.0
20147,1995,11,Monday,21.0
20148,1995,11,Thursday,3.0
20149,1995,11,Monday,4.0
20150,1995,11,Friday,20.0
20151,1995,11,Wednesday,9.0
20152,1995,11,Wednesday,7.0
20153,1995,11,Friday,15.0
20154,1995,11,Thursday,7.0
20155,2022,11,Friday,21.0
20156,2022,11,Tuesday,10.0
20157,2024,3,Monday,3.0
20158,2006,7,Saturday,18.0
20159,2006,7,Sunday,4.0
20160,2006,7,Saturday,4.0
20161,2006,7,Wednesday,20.0
20162,2006,7,Sunday,8.0
20163,2006,7,Friday,18.0
20164,2006,7,Friday,21.0
20165,2006,7,Sunday,2.0
20166,2006,7,Thursday,6.0
20167,2006,7,Friday,8.0
20168,2006,7,Thursday,10.0
20169,2006,7,Friday,7.0
20170,2006,7,Thursday,17.0
20171,2006,7,Tuesday,14.0
20172,2006,7,Tuesday,8.0
20173,2006,7,Friday,16.0
20174,2006,7,Monday,6.0
20175,2006,7,Wednesday,12.0
20176,2006,7,Wednesday,17.0
20177,2006,7,Monday,23.0
20178,2006,7,Saturday,3.0
20179,2006,7,Friday,23.0
20180,2006,7,Sunday,19.0
20181,2006,7,Thursday,19.0
20182,2006,7,Wednesday,18.0
20183,2006,7,Sunday,9.0
20184,2006,7,Saturday,9.0
20185,2006,7,Sunday,15.0
20186,2006,7,Saturday,16.0
20187,2022,10,Friday,3.0
20188,2022,10,Friday,6.0
20189,2013,6,Sunday,4.0
20190,2013,6,Sunday,0.0
20191,2013,6,Friday,18.0
20192,2013,6,Tuesday,1.0
20193,2013,6,Wednesday,18.0
20194,2013,6,Thursday,18.0
20195,2013,6,Monday,20.0
20196,2013,6,Sunday,17.0
20197,2013,6,Sunday,10.0
20198,2013,6,Saturday,15.0
20199,2013,6,Tuesday,8.0
20200,2013,6,Friday,9.0
20201,2013,6,Friday,17.0
20202,2013,6,Saturday,22.0
20203,2013,6,Tuesday,20.0
20204,2013,6,Friday,6.0
20205,2013,6,Monday,10.0
20206,2013,6,Tuesday,7.0
20207,2013,6,Friday,19.0
20208,2013,6,Tuesday,14.0
